"CI Number"	"Name"	"CI Status"	"Type"	"Manufacturer"	"Model"	"Solution"	"Environnement"	"Server Role"	"Critical Level"	"Supported by company"	"Location (Full)"	"GxP Impact"	"Monitoring"	"Availability"	"PRA"	"Complexity/Application IT Criticity"	"SLA Uplift"	"Technical Support Group"	"Application Support Group"	"Maintenance Group"	"Maintenance Schedule"	
"SWI235EA"	"SWI235EA"	"In production"	"SWITCH"	"Cisco"	"Nexus 93180YC-FX"	"GIGA"	"PRD"	"Servers Switch"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/V10"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWI235EB"	"SWI235EB"	"In production"	"SWITCH"	"Cisco"	"Nexus 93180YC-FX"	"GIGA"	"PRD"	"Servers Switch"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/V10"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWI235FA"	"SWI235FA"	"In production"	"SWITCH"	"Cisco"	"Nexus 93108TC-FX"	"GIGA"	"PRD"	"Servers Switch"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/V10"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWI235FB"	"SWI235FB"	"In production"	"SWITCH"	"Cisco"	"Nexus 93108TC-FX"	"GIGA"	"PRD"	"Servers Switch"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/V10"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWI235GA"	"SWI235GA"	"In production"	"SWITCH"	"Cisco"	"Nexus 93108TC-FX"	"GIGA"	"PRD"	"Servers Switch"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/V10"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWI235GB"	"SWI235GB"	"In production"	"SWITCH"	"Cisco"	"Nexus 93108TC-FX"	"GIGA"	"PRD"	"Servers Switch"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/V10"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWI235HA"	"SWI235HA"	"In production"	"SWITCH"	"Cisco"	"Nexus 9348GC"	"GIGA"	"PRD"	"Infrastructure Switch - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L07"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWI235HB"	"SWI235HB"	"In production"	"SWITCH"	"Cisco"	"Nexus 9348GC"	"GIGA"	"PRD"	"Infrastructure Switch - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L07"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWI235IA"	"SWI235IA"	"In production"	"SWITCH"	"Cisco"	"Nexus 93180YC-FX"	"GIGA"	"PRD"	"Infrastructure Switch - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L07"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWI235IB"	"SWI235IB"	"In production"	"SWITCH"	"Cisco"	"Nexus 93180YC-FX"	"GIGA"	"PRD"	"Infrastructure Switch - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L07"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SWI235J"	"SWI235J"	"In production"	"SWITCH"	"Cisco"	"Nexus 9348GC"	"GIGA"	"PRD"	"Management Switches"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/V10"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"SW-ROQUETTE-LESTREM-SIEM1"	"SW-ROQUETTE-LESTREM-SIEM1"	"In production"	"SOC"	"JUNIPER"	"EX2300-24T"	"ESOC"	"PRD"	"Switch"	"Medium"	"Roquette"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/Y7"	"0"	"No"	"AVAIL1 - 24/7"	"R2"	"None"	"0"	"CORP_ADM_NET"	""	""	""	
"SW-ROQUETTE-LESTREM-SIEM2"	"SW-ROQUETTE-LESTREM-SIEM2"	"In production"	"SOC"	"JUNIPER"	"EX2300-24T"	"ESOC"	"PRD"	"Switch"	"Medium"	"Roquette"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H6"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ADM_SECURITY"	""	""	""	
"SWS002A"	"SWS002A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Benifayo"	"High"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO ESPANA/SALA SERVIDORES MANTENIMIENTO"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS002B"	"SWS002B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Benifayo"	"High"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO ESPANA/SALA SERVIDORES MANTENIMIENTO"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS008A"	"SWS008A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Benifayo"	"High"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO ESPANA/SALA SERVIDORES DSIC"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS008B"	"SWS008B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Benifayo"	"High"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO ESPANA/SALA SERVIDORES DSIC"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS200B"	"SWS200B"	"In production"	"SAN SWITCH"	"EMC2"	"DS-6520 SWITCH"	"STOC"	"PRD"	""	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H14"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS200C"	"SWS200C"	"In production"	"SAN SWITCH"	"EMC2"	"DS-6520 SWITCH"	"STOC"	"PRD"	""	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H14"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS200DA"	"SWS200DA"	"In production"	"SAN SWITCH"	"Cisco"	"MDS 9132T"	"STOC"	"PRD"	"SAN Switch - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D12"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"0"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"SWS200DB"	"SWS200DB"	"In production"	"SAN SWITCH"	"Cisco"	"MDS 9132T"	"STOC"	"PRD"	"SAN Switch - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D12"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"High"	"0"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"SWS200HA"	"SWS200HA"	"In production"	"SAN SWITCH"	"Cisco"	"MDS 9148S"	"GIGA"	"PRD"	"Infrastructure SAN - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D23"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS200HB"	"SWS200HB"	"In production"	"SAN SWITCH"	"Cisco"	"MDS 9148S"	"GIGA"	"PRD"	"Infrastructure SAN - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D23"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS200IA"	"SWS200IA"	"In production"	"SAN SWITCH"	"LENOVO"	"B300"	"STOC"	"PRD"	"Storage network switch"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D22"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS200IB"	"SWS200IB"	"In production"	"SAN SWITCH"	"LENOVO"	"B300"	"STOC"	"PRD"	"Storage network switch"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D22"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS200R"	"SWS200R"	"In production"	"SAN SWITCH"	"IBM"	"BLADE BROCADE SAN SWITCH 4GB - 32R1812"	"STOC"	"PRD"	"-"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D24B"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS200S"	"SWS200S"	"In production"	"SAN SWITCH"	"IBM"	"BLADE BROCADE SAN SWITCH 4GB - 32R1812"	"STOC"	"PRD"	"-"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D24B"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS200V"	"SWS200V"	"In production"	"SAN SWITCH"	"IBM"	"BLADE BROCADE SAN SWITCH 4GB - 32R1812"	"STOC"	"PRD"	"-"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D22D"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS200W"	"SWS200W"	"In production"	"SAN SWITCH"	"IBM"	"BLADE BROCADE SAN SWITCH 4GB - 32R1812"	"STOC"	"PRD"	"-"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D22D"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS235B"	"SWS235B"	"In production"	"SAN SWITCH"	"EMC2"	"DS-6520 SWITCH"	"STOC"	"PRD"	""	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S9"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS235C"	"SWS235C"	"In production"	"SAN SWITCH"	"EMC2"	"DS-6520 SWITCH"	"STOC"	"PRD"	""	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/S9"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS235DA"	"SWS235DA"	"In production"	"SAN SWITCH"	"Cisco"	"MDS 9132T"	"STOC"	"PRD"	"SAN Switch - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/P13"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"0"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"SWS235DB"	"SWS235DB"	"In production"	"SAN SWITCH"	"Cisco"	"MDS 9132T"	"STOC"	"PRD"	"SAN Switch - SAP Systems"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/P13"	"1"	"Zabbix"	"AVAIL1 - 24/7"	"S3"	"Low"	"0"	"CORP_ISC_Storage_Backup"	"CORP_ADM_SYS"	""	""	
"SWS235HA"	"SWS235HA"	"In production"	"SAN SWITCH"	"Cisco"	"MDS 9148S"	"GIGA"	"PRD"	"Infrastructure SAN - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L06"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS235HB"	"SWS235HB"	"In production"	"SAN SWITCH"	"Cisco"	"MDS 9148S"	"GIGA"	"PRD"	"Infrastructure SAN - Top of Rack"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L06"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS235IA"	"SWS235IA"	"In production"	"SAN SWITCH"	"LENOVO"	"B300"	"STOC"	"PRD"	"Storage network switch"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L07"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS235IB"	"SWS235IB"	"In production"	"SAN SWITCH"	"LENOVO"	"B300"	"STOC"	"PRD"	"Storage network switch"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L07"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS235R"	"SWS235R"	"In production"	"SAN SWITCH"	"IBM"	"BLADE BROCADE SAN SWITCH 4GB - 32R1812"	"STOC"	"PRD"	"-"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L09B"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS235S"	"SWS235S"	"In production"	"SAN SWITCH"	"IBM"	"BLADE BROCADE SAN SWITCH 4GB - 32R1812"	"STOC"	"PRD"	"-"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L09B"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS235V"	"SWS235V"	"In production"	"SAN SWITCH"	"IBM"	"BLADE BROCADE SAN SWITCH 4GB - 32R1812"	"STOC"	"PRD"	"-"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L06D"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS235W"	"SWS235W"	"In production"	"SAN SWITCH"	"IBM"	"BLADE BROCADE SAN SWITCH 4GB - 32R1812"	"STOC"	"PRD"	"-"	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L06D"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS300A"	"SWS300A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Vecquemont"	"High"	"Fujitsu"	"EUROPE/FRANCE/VECQUEMONT/ADMINISTRATIF/N 1/LOCAL TECHNIQUE 1"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS300B"	"SWS300B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Vecquemont"	"High"	"Fujitsu"	"EUROPE/FRANCE/VECQUEMONT/ADMINISTRATIF/N 1/LOCAL TECHNIQUE 1"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS304A"	"SWS304A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Vecquemont"	"High"	"Fujitsu"	"EUROPE/FRANCE/VECQUEMONT/LOGISTIQUE/N 0/LOCAL TECHNIQUE 5"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS304B"	"SWS304B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Vecquemont"	"High"	"Fujitsu"	"EUROPE/FRANCE/VECQUEMONT/LOGISTIQUE/N 0/LOCAL TECHNIQUE 5"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS401A"	"SWS401A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Vic"	"High"	"Fujitsu"	"EUROPE/FRANCE/VIC SUR AISNE/ADMINISTRATIF/N 0/SALLE INFORMATIQUE 2"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS401B"	"SWS401B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Vic"	"High"	"Fujitsu"	"EUROPE/FRANCE/VIC SUR AISNE/ADMINISTRATIF/N 0/SALLE INFORMATIQUE 2"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS403A"	"SWS403A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Vic"	"High"	"Fujitsu"	"EUROPE/FRANCE/VIC SUR AISNE/MAGASIN/N 1/SALLE INFORMATIQUE 4"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS403B"	"SWS403B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Vic"	"High"	"Fujitsu"	"EUROPE/FRANCE/VIC SUR AISNE/MAGASIN/N 1/SALLE INFORMATIQUE 4"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS500A"	"SWS500A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Beinheim"	"High"	"Fujitsu"	"EUROPE/FRANCE/BEINHEIM/SERVICES TECHNIQUES/N 1/LOCAL TECHNIQUE 600"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS500B"	"SWS500B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Beinheim"	"High"	"Fujitsu"	"EUROPE/FRANCE/BEINHEIM/SERVICES TECHNIQUES/N 1/LOCAL TECHNIQUE 600"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS501A"	"SWS501A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Beinheim"	"High"	"Fujitsu"	"EUROPE/FRANCE/BEINHEIM/MAGASIN PRODUITS FINIS/N 0/LOCAL TECH 601 COMPUTER ROOM"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS501B"	"SWS501B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Beinheim"	"High"	"Fujitsu"	"EUROPE/FRANCE/BEINHEIM/MAGASIN PRODUITS FINIS/N 0/LOCAL TECH 601 COMPUTER ROOM"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS600A"	"SWS600A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Cassano"	"High"	"Fujitsu"	"EUROPE/ITALY/CASSANO SPINOLA/UFFICI VECCHI/P 0/RETE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS600B"	"SWS600B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Cassano"	"High"	"Fujitsu"	"EUROPE/ITALY/CASSANO SPINOLA/UFFICI VECCHI/P 0/RETE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS602A"	"SWS602A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Cassano"	"High"	"Fujitsu"	"EUROPE/ITALY/CASSANO SPINOLA/UFFICI TECNICI/P 1/RETE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS602B"	"SWS602B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Cassano"	"High"	"Fujitsu"	"EUROPE/ITALY/CASSANO SPINOLA/UFFICI TECNICI/P 1/RETE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS800A"	"SWS800A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Keokuk"	"High"	"Fujitsu"	"AMERICA/USA/KEOKUK/SECURITY CENTER Building 135"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS800B"	"SWS800B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Keokuk"	"High"	"Fujitsu"	"AMERICA/USA/KEOKUK/SECURITY CENTER Building 135"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS851A"	"SWS851A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Keokuk"	"High"	"Fujitsu"	"AMERICA/USA/KEOKUK/EXCHANGE OFFICE/1FL/COMPUTER ROOM"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS851B"	"SWS851B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Keokuk"	"High"	"Fujitsu"	"AMERICA/USA/KEOKUK/EXCHANGE OFFICE/1FL/COMPUTER ROOM"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS855A"	"SWS855A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Gurnee"	"High"	"Fujitsu"	"AMERICA/USA/GURNEE/GURNEE IL 60031/OFFICE/[I.T. Room 855]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS855B"	"SWS855B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Gurnee"	"High"	"Fujitsu"	"AMERICA/USA/GURNEE/GURNEE IL 60031/OFFICE/[I.T. Room 855]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS856A"	"SWS856A"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Gurnee"	"High"	"Fujitsu"	"AMERICA/USA/GURNEE/GURNEE IL 60031/PLANT/[Liquid Bldg Rack 856]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"SWS856B"	"SWS856B"	"In production"	"SAN SWITCH"	"IBM"	"Switch System Storage SAN24B-4"	"STOC"	"PRD"	"SAN Switch - Hyper-V Gurnee"	"High"	"Fujitsu"	"AMERICA/USA/GURNEE/GURNEE IL 60031/PLANT/[Liquid Bldg Rack 856]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
